"","year","species_name","log_mean_cpue"
"1",1972,"capelin",3.89427646294017
"2",1972,"eulachon",-4.60517018598809
"3",1972,"jellyfish",-4.60517018598809
"4",1972,"Pacific cod",-1.92277973166646
"5",1972,"pink shrimp (or northern shrimp)",6.32938038409374
"6",1972,"spiny dogfish shark",-4.60517018598809
"7",1972,"walleye pollock",5.22916019585042
"8",1973,"capelin",1.50917549049571
"9",1973,"eulachon",-4.60517018598809
"10",1973,"jellyfish",-4.60517018598809
"11",1973,"Pacific cod",-4.60517018598809
"12",1973,"pink shrimp (or northern shrimp)",5.35892081166966
"13",1973,"spiny dogfish shark",-4.60517018598809
"14",1973,"walleye pollock",-0.768948893976227
"15",1974,"capelin",3.684931285729
"16",1974,"eulachon",-4.60517018598809
"17",1974,"jellyfish",-4.60517018598809
"18",1974,"Pacific cod",-4.60517018598809
"19",1974,"pink shrimp (or northern shrimp)",6.56667535092848
"20",1974,"spiny dogfish shark",-4.60517018598809
"21",1974,"walleye pollock",1.46223992957316
"22",1975,"capelin",3.07970953838817
"23",1975,"eulachon",-4.60517018598809
"24",1975,"jellyfish",-4.60517018598809
"25",1975,"Pacific cod",-4.60517018598809
"26",1975,"pink shrimp (or northern shrimp)",5.95313618569044
"27",1975,"spiny dogfish shark",-4.60517018598809
"28",1975,"walleye pollock",3.54484307684427
"29",1976,"capelin",3.14821370381621
"30",1976,"eulachon",-4.60517018598809
"31",1976,"jellyfish",-4.60517018598809
"32",1976,"Pacific cod",-1.61445045425764
"33",1976,"pink shrimp (or northern shrimp)",6.5129652390416
"34",1976,"spiny dogfish shark",-4.60517018598809
"35",1976,"walleye pollock",5.18775166069541
"36",1977,"capelin",3.52277567534282
"37",1977,"eulachon",-2.65261549421411
"38",1977,"jellyfish",0.532704525484433
"39",1977,"Pacific cod",2.44768349573996
"40",1977,"pink shrimp (or northern shrimp)",6.49395966839018
"41",1977,"spiny dogfish shark",-4.60517018598809
"42",1977,"walleye pollock",4.58420732588206
"43",1978,"capelin",0.339420267856195
"44",1978,"eulachon",-3.14037276338026
"45",1978,"jellyfish",-0.187052731169856
"46",1978,"Pacific cod",3.99160529943527
"47",1978,"pink shrimp (or northern shrimp)",5.23729372763487
"48",1978,"spiny dogfish shark",-4.60517018598809
"49",1978,"walleye pollock",3.23161566077188
"50",1979,"capelin",2.78075829025016
"51",1979,"eulachon",-2.93181894781034
"52",1979,"jellyfish",0.134526919650285
"53",1979,"Pacific cod",7.36976413058719
"54",1979,"pink shrimp (or northern shrimp)",3.90262873855902
"55",1979,"spiny dogfish shark",-4.60517018598809
"56",1979,"walleye pollock",4.96693289255758
"57",1980,"capelin",3.3683569614338
"58",1980,"eulachon",-3.36940060758016
"59",1980,"jellyfish",-3.21312317237875
"60",1980,"Pacific cod",5.57477801943821
"61",1980,"pink shrimp (or northern shrimp)",3.47117334318119
"62",1980,"spiny dogfish shark",-4.60517018598809
"63",1980,"walleye pollock",5.56142692110695
"64",1981,"capelin",1.68364826029963
"65",1981,"eulachon",-2.41444818613944
"66",1981,"jellyfish",2.57806805798883
"67",1981,"Pacific cod",3.98756328467349
"68",1981,"pink shrimp (or northern shrimp)",3.61998032823273
"69",1981,"spiny dogfish shark",-4.60517018598809
"70",1981,"walleye pollock",5.42704107492373
"71",1982,"capelin",-1.47044549683797
"72",1982,"eulachon",-1.85440439972517
"73",1982,"jellyfish",-4.60517018598809
"74",1982,"Pacific cod",4.50333311382607
"75",1982,"pink shrimp (or northern shrimp)",2.50866636958305
"76",1982,"spiny dogfish shark",-4.60517018598809
"77",1982,"walleye pollock",5.26787346425945
"78",1983,"capelin",-1.97748681915684
"79",1983,"eulachon",-2.22254238532051
"80",1983,"jellyfish",3.49814762996001
"81",1983,"Pacific cod",4.77939866533221
"82",1983,"pink shrimp (or northern shrimp)",3.83911354554081
"83",1983,"spiny dogfish shark",-4.60517018598809
"84",1983,"walleye pollock",6.63223890342923
"85",1984,"capelin",-3.59777390559164
"86",1984,"eulachon",-4.60517018598809
"87",1984,"jellyfish",3.46110258940788
"88",1984,"Pacific cod",3.59988429254237
"89",1984,"pink shrimp (or northern shrimp)",1.53474752218717
"90",1984,"spiny dogfish shark",-4.60517018598809
"91",1984,"walleye pollock",5.16758732120896
"92",1985,"capelin",-2.76581173796076
"93",1985,"eulachon",-3.84709393556466
"94",1985,"jellyfish",-4.28429514618055
"95",1985,"Pacific cod",3.3441730764763
"96",1985,"pink shrimp (or northern shrimp)",2.31987066627704
"97",1985,"spiny dogfish shark",-4.60517018598809
"98",1985,"walleye pollock",4.84675956220532
"99",1986,"capelin",-0.97639465594386
"100",1986,"eulachon",-2.0049526896891
"101",1986,"jellyfish",3.5162804794681
"102",1986,"Pacific cod",3.77809153278228
"103",1986,"pink shrimp (or northern shrimp)",3.46288287846018
"104",1986,"spiny dogfish shark",-4.60517018598809
"105",1986,"walleye pollock",4.70871455344672
"106",1987,"capelin",-4.07907709009131
"107",1987,"eulachon",-1.35598901162456
"108",1987,"jellyfish",2.0980368039033
"109",1987,"Pacific cod",4.0640465894254
"110",1987,"pink shrimp (or northern shrimp)",2.69419049500013
"111",1987,"spiny dogfish shark",-4.60517018598809
"112",1987,"walleye pollock",5.33254114835329
"113",1988,"capelin",-2.72293313179392
"114",1988,"eulachon",-4.60517018598809
"115",1988,"jellyfish",3.72248895557135
"116",1988,"Pacific cod",4.00071047698617
"117",1988,"pink shrimp (or northern shrimp)",1.59562476687296
"118",1988,"spiny dogfish shark",-4.60517018598809
"119",1988,"walleye pollock",5.52233162959183
"120",1989,"capelin",-2.51005390672226
"121",1989,"eulachon",-2.75806780059741
"122",1989,"jellyfish",3.18940918338347
"123",1989,"Pacific cod",3.366831951108
"124",1989,"pink shrimp (or northern shrimp)",1.98385121972628
"125",1989,"spiny dogfish shark",-4.60517018598809
"126",1989,"walleye pollock",5.39474687559942
"127",1990,"capelin",-2.56444472290621
"128",1990,"eulachon",-2.27422904798682
"129",1990,"jellyfish",-1.13619548613946
"130",1990,"Pacific cod",3.98157536481699
